numinscription,codefiliere,codemodule,codeeltmodule,numsession,note
EtudGI1018,GI,M08,M08A,1,6.3
EtudGI1019,GI,M08,M08B,1,19.51
EtudGI1019,GI,M08,M08A,1,4.71
EtudGI1020,GI,M08,M08B,1,5.66
EtudGI1020,GI,M08,M08A,1,8.47
EtudGI1021,GI,M08,M08B,1,7.88
EtudGI1021,GI,M08,M08A,1,6.48
EtudGI1022,GI,M08,M08B,1,19.52
EtudGI1022,GI,M08,M08A,1,1.15
EtudGI1023,GI,M08,M08B,1,16.99
EtudGI1023,GI,M08,M08A,1,19.85
EtudGI1024,GI,M08,M08B,1,10.41
EtudGI1024,GI,M08,M08A,1,0.7
EtudGI1025,GI,M08,M08B,1,16.27
EtudGI1025,GI,M08,M08A,1,0.65
EtudGI1026,GI,M08,M08B,1,0.25
EtudGI1026,GI,M08,M08A,1,3.75
EtudGI1027,GI,M08,M08B,1,7.12
EtudGI1027,GI,M08,M08A,1,6.84
EtudGI1028,GI,M08,M08B,1,2.14
EtudGI1028,GI,M08,M08A,1,9.84
EtudGI1029,GI,M08,M08B,1,5.43
EtudGI1029,GI,M08,M08A,1,15.23
EtudGI1030,GI,M08,M08B,1,13.61
EtudGI1030,GI,M08,M08A,1,15.3
EtudGI1031,GI,M08,M08B,1,16
EtudGI1031,GI,M08,M08A,1,16.13
EtudGI1032,GI,M08,M08B,1,18.16
EtudGI1032,GI,M08,M08A,1,13.71
EtudGI1033,GI,M08,M08B,1,6.53
EtudGI1033,GI,M08,M08A,1,16.32
EtudGI1034,GI,M08,M08B,1,18.69
EtudGI1034,GI,M08,M08A,1,16
EtudGI1035,GI,M08,M08B,1,2.86
EtudGI1035,GI,M08,M08A,1,19.52
EtudGI1036,GI,M08,M08B,1,0.44
EtudGI1036,GI,M08,M08A,1,12.77
EtudGI1037,GI,M08,M08B,1,1.12
EtudGI1037,GI,M08,M08A,1,17.06
EtudGI1038,GI,M08,M08B,1,6.57
EtudGI1038,GI,M08,M08A,1,1.46
EtudGI1039,GI,M08,M08B,1,10.95
EtudGI1039,GI,M08,M08A,1,16.97
EtudGI1040,GI,M08,M08B,1,15.57
EtudGI1040,GI,M08,M08A,1,17.01
EtudGI1041,GI,M08,M08B,1,9.25
EtudGI1041,GI,M08,M08A,1,10.87
EtudGI1042,GI,M08,M08B,1,9.2
EtudGI1042,GI,M08,M08A,1,11.34
EtudGI1043,GI,M08,M08B,1,4.26
EtudGI1043,GI,M08,M08A,1,12.78
EtudGI1044,GI,M08,M08B,1,10.52
EtudGI1044,GI,M08,M08A,1,14.4
EtudGI1045,GI,M08,M08B,1,0.08
EtudGI1045,GI,M08,M08A,1,15.55
EtudGI1046,GI,M08,M08B,1,4.83
EtudGI1046,GI,M08,M08A,1,8.87
EtudGI1047,GI,M08,M08B,1,3.11
EtudGI1047,GI,M08,M08A,1,8.93
EtudGI1048,GI,M08,M08B,1,17.09
EtudGI1048,GI,M08,M08A,1,17.37
EtudGI1049,GI,M08,M08B,1,13.63
EtudGI1049,GI,M08,M08A,1,11.47
EtudGI1050,GI,M08,M08B,1,17.71
EtudGI1050,GI,M08,M08A,1,1.78
EtudGI1051,GI,M08,M08B,1,10.63
EtudGI1051,GI,M08,M08A,1,16.86
EtudGI1052,GI,M08,M08B,1,17.7
EtudGI1052,GI,M08,M08A,1,10.33
EtudGI1053,GI,M08,M08B,1,9.18
EtudGI1053,GI,M08,M08A,1,18.36
EtudGI1054,GI,M08,M08B,1,1.42
EtudGI1054,GI,M08,M08A,1,1.69
EtudGI1055,GI,M08,M08B,1,3.06
EtudGI1055,GI,M08,M08A,1,3.1
EtudGI1056,GI,M08,M08B,1,12.87
EtudGI1056,GI,M08,M08A,1,13.34
EtudGI1057,GI,M08,M08B,1,16.99
EtudGI1057,GI,M08,M08A,1,6.75
EtudGI1058,GI,M08,M08B,1,4.55
EtudGI1058,GI,M08,M08A,1,1.52
EtudGI1059,GI,M08,M08B,1,2.01
EtudGI1059,GI,M08,M08A,1,18.31
EtudGI1060,GI,M08,M08B,1,7
EtudGI1060,GI,M08,M08A,1,15.13
EtudGI1061,GI,M08,M08B,1,3.24
EtudGI1061,GI,M08,M08A,1,2.81
EtudGI1062,GI,M08,M08B,1,5.08
EtudGI1062,GI,M08,M08A,1,9.03
EtudGI1063,GI,M08,M08B,1,13.92
EtudGI1063,GI,M08,M08A,1,14.82
EtudGI1064,GI,M08,M08B,1,13.14
EtudGI1064,GI,M08,M08A,1,11.82
EtudGI1065,GI,M08,M08B,1,5.15
EtudGI1065,GI,M08,M08A,1,17.85
EtudGI1066,GI,M08,M08B,1,5.5
EtudGI1066,GI,M08,M08A,1,7.73
EtudGI1067,GI,M08,M08B,1,13.59
EtudGI1067,GI,M08,M08A,1,13.4
EtudGI1068,GI,M08,M08B,1,9.65
EtudGI1068,GI,M08,M08A,1,17.01
EtudGI1069,GI,M08,M08B,1,13.12
EtudGI1069,GI,M08,M08A,1,17.79
EtudGI1070,GI,M08,M08B,1,4.54
EtudGI1070,GI,M08,M08A,1,6.41
EtudGI1071,GI,M08,M08B,1,1.93
EtudGI1071,GI,M08,M08A,1,16.35
EtudGI1072,GI,M08,M08B,1,2.18
EtudGI1072,GI,M08,M08A,1,3.54
EtudGI1073,GI,M08,M08B,1,9.82
EtudGI1073,GI,M08,M08A,1,1.99
EtudGI1074,GI,M08,M08B,1,3.49
EtudGI1074,GI,M08,M08A,1,3.15
EtudGI1075,GI,M08,M08B,1,5.76
EtudGI1075,GI,M08,M08A,1,1.35
EtudGI1076,GI,M08,M08B,1,12.83
EtudGI1076,GI,M08,M08A,1,17.44
EtudGI1077,GI,M08,M08B,1,2.24
EtudGI1077,GI,M08,M08A,1,5.55
EtudGI1078,GI,M08,M08B,1,4.99
EtudGI1078,GI,M08,M08A,1,10.53
EtudGI1079,GI,M08,M08B,1,7.41
EtudGI1079,GI,M08,M08A,1,7.64
EtudGI1080,GI,M08,M08B,1,15.21
EtudGI1080,GI,M08,M08A,1,10.76
EtudGI1081,GI,M08,M08B,1,2.22
EtudGI1081,GI,M08,M08A,1,14.9
EtudGI1082,GI,M08,M08B,1,0.54
EtudGI1082,GI,M08,M08A,1,4.87
EtudGI1083,GI,M08,M08B,1,15.38
EtudGI1083,GI,M08,M08A,1,5.12
EtudGI1084,GI,M08,M08B,1,18.5
EtudGI1084,GI,M08,M08A,1,11.38
EtudGI1085,GI,M08,M08B,1,3.26
EtudGI1085,GI,M08,M08A,1,12.52
EtudGI1086,GI,M08,M08B,1,19.27
EtudGI1086,GI,M08,M08A,1,14.44
EtudGI1087,GI,M08,M08B,1,13.87
EtudGI1087,GI,M08,M08A,1,15.16
EtudGI1088,GI,M08,M08B,1,17.03
EtudGI1088,GI,M08,M08A,1,5.19
EtudGI1089,GI,M08,M08B,1,7
EtudGI1089,GI,M08,M08A,1,3.34
EtudGI1090,GI,M08,M08B,1,4.94
EtudGI1090,GI,M08,M08A,1,8.82
EtudGI1091,GI,M08,M08B,1,18.48
EtudGI1091,GI,M08,M08A,1,12.09
EtudGI1092,GI,M08,M08B,1,2.52
EtudGI1092,GI,M08,M08A,1,8.84
EtudGI1093,GI,M08,M08B,1,11.58
EtudGI1093,GI,M08,M08A,1,2.75
EtudGI1094,GI,M08,M08B,1,0.88
EtudGI1094,GI,M08,M08A,1,15
EtudGI1095,GI,M08,M08B,1,18.23
EtudGI1095,GI,M08,M08A,1,13.95
EtudGI1096,GI,M08,M08B,1,5.55
EtudGI1096,GI,M08,M08A,1,19.62
EtudGI1097,GI,M08,M08B,1,5.67
EtudGI1097,GI,M08,M08A,1,4.21
EtudGI1098,GI,M08,M08B,1,13.14
EtudGI1098,GI,M08,M08A,1,4.4
EtudGI1099,GI,M08,M08B,1,19.96
EtudGI1099,GI,M08,M08A,1,12.45
EtudGI1100,GI,M08,M08B,1,9.92
EtudGI1100,GI,M08,M08A,1,3.48
EtudGI1101,GI,M08,M08B,1,17.2
EtudGI1101,GI,M08,M08A,1,12.92
EtudGI1102,GI,M08,M08B,1,11.06
EtudGI1102,GI,M08,M08A,1,9.52
EtudGI1103,GI,M08,M08B,1,10.01
EtudGI1103,GI,M08,M08A,1,12.95
EtudGI1104,GI,M08,M08B,1,9.1
EtudGI1104,GI,M08,M08A,1,1.2
EtudGI1105,GI,M08,M08B,1,3.57
EtudGI1105,GI,M08,M08A,1,11.42
EtudGI1106,GI,M08,M08B,1,11.41
EtudGI1106,GI,M08,M08A,1,18.72
EtudGI1107,GI,M08,M08B,1,10.5
EtudGI1107,GI,M08,M08A,1,17.77
EtudGI1108,GI,M08,M08B,1,7.46
EtudGI1108,GI,M08,M08A,1,18.96
EtudGI1109,GI,M08,M08B,1,1.62
EtudGI1109,GI,M08,M08A,1,12.7
EtudGI1110,GI,M08,M08B,1,17.36
EtudGI1110,GI,M08,M08A,1,3.67
EtudGI1111,GI,M08,M08B,1,12.39
EtudGI1111,GI,M08,M08A,1,8.65
EtudGI1112,GI,M08,M08B,1,10.69
EtudGI1112,GI,M08,M08A,1,19.7
EtudGI1113,GI,M08,M08B,1,19.66
EtudGI1113,GI,M08,M08A,1,16.96
EtudGI1114,GI,M08,M08B,1,6.8
EtudGI1114,GI,M08,M08A,1,14.82
EtudGI1115,GI,M08,M08B,1,16.26
EtudGI1115,GI,M08,M08A,1,7.27
EtudGI1116,GI,M08,M08B,1,19.38
EtudGI1116,GI,M08,M08A,1,8.71
EtudGI1117,GI,M08,M08B,1,11.52
EtudGI1117,GI,M08,M08A,1,19.31
EtudGI1118,GI,M08,M08B,1,5.78
EtudGI1118,GI,M08,M08A,1,17.47
EtudGI1119,GI,M08,M08B,1,3.05
EtudGI1119,GI,M08,M08A,1,17.19
EtudGI1120,GI,M08,M08B,1,18.05
EtudGI1120,GI,M08,M08A,1,9.01
EtudGI1121,GI,M08,M08B,1,3.14
EtudGI1121,GI,M08,M08A,1,17.37
EtudGI1122,GI,M08,M08B,1,2.37
EtudGI1122,GI,M08,M08A,1,13.44
EtudGI1123,GI,M08,M08B,1,11.59
EtudGI1123,GI,M08,M08A,1,14.48
EtudGI1124,GI,M08,M08B,1,17.48
EtudGI1124,GI,M08,M08A,1,9.81
EtudGI1125,GI,M08,M08B,1,5.66
EtudGI1125,GI,M08,M08A,1,0.09
EtudGI1126,GI,M08,M08B,1,13.92
EtudGI1126,GI,M08,M08A,1,1.4
EtudGI1127,GI,M08,M08B,1,17.68
EtudGI1127,GI,M08,M08A,1,20
EtudGI1128,GI,M08,M08B,1,2.74
EtudGI1128,GI,M08,M08A,1,4.9
EtudGI1129,GI,M08,M08B,1,6.17
EtudGI1129,GI,M08,M08A,1,2.14
EtudGI1130,GI,M08,M08B,1,16.24
EtudGI1130,GI,M08,M08A,1,12.77
EtudGI2001,GI,M09,M09A,1,4.34
EtudGI2002,GI,M09,M09A,1,7.42
EtudGI2003,GI,M09,M09A,1,11.57
EtudGI2004,GI,M09,M09A,1,7.51
EtudGI2005,GI,M09,M09A,1,15.45
EtudGI2006,GI,M09,M09A,1,15.79
EtudGI2007,GI,M09,M09A,1,12.57
EtudGI2008,GI,M09,M09A,1,2.14
EtudGI2009,GI,M09,M09A,1,4.09
EtudGI2010,GI,M09,M09A,1,19.34
EtudGI2011,GI,M09,M09A,1,11.8
EtudGI2012,GI,M09,M09A,1,16.2
EtudGI2013,GI,M09,M09A,1,16.67
EtudGI2014,GI,M09,M09A,1,4.53
EtudGI2015,GI,M09,M09A,1,8.38
EtudGI2016,GI,M09,M09A,1,7.51
EtudGI2017,GI,M09,M09A,1,3.34
EtudGI2018,GI,M09,M09A,1,13.47
EtudGI2019,GI,M09,M09A,1,16.63
EtudGI2020,GI,M09,M09A,1,9.45
EtudGI2021,GI,M09,M09A,1,19.08
EtudGI2022,GI,M09,M09A,1,17.91
EtudGI2023,GI,M09,M09A,1,6.07
EtudGI2024,GI,M09,M09A,1,9.99
EtudGI2025,GI,M09,M09A,1,17.07
EtudGI2026,GI,M09,M09A,1,13.59
EtudGI2027,GI,M09,M09A,1,15.25
EtudGI2028,GI,M09,M09A,1,18.49
EtudGI2029,GI,M09,M09A,1,11.01
EtudGI2030,GI,M09,M09A,1,14.42
EtudGI2031,GI,M09,M09A,1,17.31
EtudGI2032,GI,M09,M09A,1,4.97
EtudGI2033,GI,M09,M09A,1,4.27
EtudGI2034,GI,M09,M09A,1,17.85
EtudGI2035,GI,M09,M09A,1,15.6
EtudGI2036,GI,M09,M09A,1,17.47
EtudGI2037,GI,M09,M09A,1,5.28
EtudGI2038,GI,M09,M09A,1,18.68
EtudGI2039,GI,M09,M09A,1,4.41
EtudGI2040,GI,M09,M09A,1,7.46
EtudGI2041,GI,M09,M09A,1,4.92
EtudGI2042,GI,M09,M09A,1,3.38
EtudGI2043,GI,M09,M09A,1,3.22
EtudGI2044,GI,M09,M09A,1,17.49
EtudGI2045,GI,M09,M09A,1,16.39
EtudGI2046,GI,M09,M09A,1,16.78
EtudGI2047,GI,M09,M09A,1,5.36
EtudGI2048,GI,M09,M09A,1,12.23
EtudGI2049,GI,M09,M09A,1,7.01
EtudGI2050,GI,M09,M09A,1,13.1
EtudGI2051,GI,M09,M09A,1,1.39
EtudGI2052,GI,M09,M09A,1,5.79
EtudGI2053,GI,M09,M09A,1,12.35
EtudGI2054,GI,M09,M09A,1,9.99
EtudGI2055,GI,M09,M09A,1,4.42
EtudGI2056,GI,M09,M09A,1,14.42
EtudGI2057,GI,M09,M09A,1,14.85
EtudGI2058,GI,M09,M09A,1,14.18
EtudGI2059,GI,M09,M09A,1,15.68
EtudGI2060,GI,M09,M09A,1,10.77
EtudGI2061,GI,M09,M09A,1,12.32
EtudGI2062,GI,M09,M09A,1,16.55
EtudGI2063,GI,M09,M09A,1,1.83
EtudGI2064,GI,M09,M09A,1,9.91
EtudGI2065,GI,M09,M09A,1,18.06
EtudGI2066,GI,M09,M09A,1,1.14
EtudGI2067,GI,M09,M09A,1,15.82
EtudGI2068,GI,M09,M09A,1,9.73
EtudGI2069,GI,M09,M09A,1,18.8
EtudGI2070,GI,M09,M09A,1,2.71
EtudGI2071,GI,M09,M09A,1,16.95
EtudGI2072,GI,M09,M09A,1,11.74
EtudGI2001,GI,M09,M09B,1,12.39
EtudGI2002,GI,M09,M09B,1,0.24
EtudGI2003,GI,M09,M09B,1,5.59
EtudGI2004,GI,M09,M09B,1,18.62
EtudGI2005,GI,M09,M09B,1,3.42
EtudGI2006,GI,M09,M09B,1,5.54
EtudGI2007,GI,M09,M09B,1,19.07
EtudGI2008,GI,M09,M09B,1,11.2
EtudGI2009,GI,M09,M09B,1,17.93
EtudGI2010,GI,M09,M09B,1,16.64
EtudGI2011,GI,M09,M09B,1,17.75
EtudGI2012,GI,M09,M09B,1,11.06
EtudGI2013,GI,M09,M09B,1,9.35
EtudGI2014,GI,M09,M09B,1,2.83
EtudGI2015,GI,M09,M09B,1,17.43
EtudGI2016,GI,M09,M09B,1,0.64
EtudGI2017,GI,M09,M09B,1,18.22
EtudGI2018,GI,M09,M09B,1,10.67
EtudGI2019,GI,M09,M09B,1,4.81
EtudGI2020,GI,M09,M09B,1,6.95
EtudGI2021,GI,M09,M09B,1,9.95
EtudGI2022,GI,M09,M09B,1,8.04
EtudGI2023,GI,M09,M09B,1,17.83
EtudGI2024,GI,M09,M09B,1,18.49
EtudGI2025,GI,M09,M09B,1,4.47
EtudGI2026,GI,M09,M09B,1,15.75
EtudGI2027,GI,M09,M09B,1,19.01
EtudGI2028,GI,M09,M09B,1,10.57
EtudGI2029,GI,M09,M09B,1,13.39
EtudGI2030,GI,M09,M09B,1,1.96
EtudGI2031,GI,M09,M09B,1,7.14
EtudGI2032,GI,M09,M09B,1,16.61
EtudGI2033,GI,M09,M09B,1,13.18
EtudGI2034,GI,M09,M09B,1,16.48
EtudGI2035,GI,M09,M09B,1,5.26
EtudGI2036,GI,M09,M09B,1,2.3
EtudGI2037,GI,M09,M09B,1,5.88
EtudGI2038,GI,M09,M09B,1,17.15
EtudGI2039,GI,M09,M09B,1,18.75
EtudGI2040,GI,M09,M09B,1,5.03
EtudGI2041,GI,M09,M09B,1,12.65
EtudGI2042,GI,M09,M09B,1,12.85
EtudGI2043,GI,M09,M09B,1,9.09
EtudGI2044,GI,M09,M09B,1,18.78
EtudGI2045,GI,M09,M09B,1,2.53
EtudGI2046,GI,M09,M09B,1,5.91
EtudGI2047,GI,M09,M09B,1,2.42
EtudGI2048,GI,M09,M09B,1,19.79
EtudGI2049,GI,M09,M09B,1,4.03
EtudGI2050,GI,M09,M09B,1,3.94
EtudGI2051,GI,M09,M09B,1,8.7
EtudGI2052,GI,M09,M09B,1,12.13
EtudGI2053,GI,M09,M09B,1,3.88
EtudGI2054,GI,M09,M09B,1,7.95
EtudGI2055,GI,M09,M09B,1,9.86
EtudGI2056,GI,M09,M09B,1,5.85
EtudGI2057,GI,M09,M09B,1,15.95
EtudGI2058,GI,M09,M09B,1,12.92
EtudGI2059,GI,M09,M09B,1,14.63
EtudGI2060,GI,M09,M09B,1,0.36
EtudGI2061,GI,M09,M09B,1,19
EtudGI2062,GI,M09,M09B,1,10.41
EtudGI2063,GI,M09,M09B,1,14.08
EtudGI2064,GI,M09,M09B,1,8.89
EtudGI2065,GI,M09,M09B,1,8.22
EtudGI2066,GI,M09,M09B,1,4.06
EtudGI2067,GI,M09,M09B,1,3.7
EtudGI2068,GI,M09,M09B,1,8.57
EtudGI2069,GI,M09,M09B,1,11.18
EtudGI2070,GI,M09,M09B,1,19.08
EtudGI2071,GI,M09,M09B,1,4.73
EtudGI2072,GI,M09,M09B,1,7.55
EtudGI2001,GI,M09,M09C,1,0.03
EtudGI2002,GI,M09,M09C,1,11.97
EtudGI2003,GI,M09,M09C,1,4.81
EtudGI2004,GI,M09,M09C,1,13.01
EtudGI2005,GI,M09,M09C,1,11.31
EtudGI2006,GI,M09,M09C,1,17.58
EtudGI2007,GI,M09,M09C,1,4.34
EtudGI2008,GI,M09,M09C,1,10.44
EtudGI2009,GI,M09,M09C,1,0.23
EtudGI2010,GI,M09,M09C,1,13.46
EtudGI2011,GI,M09,M09C,1,13.38
EtudGI2012,GI,M09,M09C,1,18.85
EtudGI2013,GI,M09,M09C,1,5.55
EtudGI2014,GI,M09,M09C,1,18.84
EtudGI2015,GI,M09,M09C,1,11.24
EtudGI2016,GI,M09,M09C,1,11.36
EtudGI2017,GI,M09,M09C,1,3.87
EtudGI2018,GI,M09,M09C,1,3.31
EtudGI2019,GI,M09,M09C,1,18.51
EtudGI2020,GI,M09,M09C,1,6.47
EtudGI2021,GI,M09,M09C,1,19.08
EtudGI2022,GI,M09,M09C,1,12.03
EtudGI2023,GI,M09,M09C,1,13.5
EtudGI2024,GI,M09,M09C,1,0.43
EtudGI2025,GI,M09,M09C,1,7.58
EtudGI2026,GI,M09,M09C,1,6.58
EtudGI2027,GI,M09,M09C,1,2.29
EtudGI2028,GI,M09,M09C,1,10.6
EtudGI2029,GI,M09,M09C,1,5.58
EtudGI2030,GI,M09,M09C,1,17.32
EtudGI2031,GI,M09,M09C,1,15.5
EtudGI2032,GI,M09,M09C,1,8.81
EtudGI2033,GI,M09,M09C,1,8.84
EtudGI2034,GI,M09,M09C,1,12.06
EtudGI2035,GI,M09,M09C,1,14.34
EtudGI2036,GI,M09,M09C,1,12.46
EtudGI2037,GI,M09,M09C,1,13.48
EtudGI2038,GI,M09,M09C,1,0.56
EtudGI2039,GI,M09,M09C,1,13.6
EtudGI2040,GI,M09,M09C,1,0.32
EtudGI2041,GI,M09,M09C,1,9.35
EtudGI2042,GI,M09,M09C,1,4.43
EtudGI2043,GI,M09,M09C,1,16.1
EtudGI2044,GI,M09,M09C,1,5.3
EtudGI2045,GI,M09,M09C,1,14.2
EtudGI2046,GI,M09,M09C,1,10.77
EtudGI2047,GI,M09,M09C,1,10.81
EtudGI2048,GI,M09,M09C,1,14.75
EtudGI2049,GI,M09,M09C,1,1.09
EtudGI2050,GI,M09,M09C,1,5.58
EtudGI2051,GI,M09,M09C,1,9.57
EtudGI2052,GI,M09,M09C,1,1.13
EtudGI2053,GI,M09,M09C,1,5.01
EtudGI2054,GI,M09,M09C,1,4.05
EtudGI2055,GI,M09,M09C,1,11.44
EtudGI2056,GI,M09,M09C,1,14.23
EtudGI2057,GI,M09,M09C,1,15.06
EtudGI2058,GI,M09,M09C,1,9.86
EtudGI2059,GI,M09,M09C,1,12.52
EtudGI2060,GI,M09,M09C,1,17.91
EtudGI2061,GI,M09,M09C,1,19.88
EtudGI2062,GI,M09,M09C,1,9.57
EtudGI2063,GI,M09,M09C,1,6.51
EtudGI2064,GI,M09,M09C,1,6.81
EtudGI2065,GI,M09,M09C,1,17.65
EtudGI2066,GI,M09,M09C,1,12.35
EtudGI2067,GI,M09,M09C,1,18.94
EtudGI2068,GI,M09,M09C,1,4.77
EtudGI2069,GI,M09,M09C,1,15.22
EtudGI2070,GI,M09,M09C,1,15.56
EtudGI2071,GI,M09,M09C,1,8.04
EtudGI2072,GI,M09,M09C,1,19.42
EtudGI2001,GI,M10,M10A,1,6.82
EtudGI2002,GI,M10,M10A,1,4.43
EtudGI2003,GI,M10,M10A,1,6.96
EtudGI2004,GI,M10,M10A,1,6.12
EtudGI2005,GI,M10,M10A,1,4.3
EtudGI2006,GI,M10,M10A,1,6.12
EtudGI2007,GI,M10,M10A,1,16.21
EtudGI2008,GI,M10,M10A,1,6.09
EtudGI2009,GI,M10,M10A,1,11.67
EtudGI2010,GI,M10,M10A,1,6.91
EtudGI2011,GI,M10,M10A,1,9.34
EtudGI2012,GI,M10,M10A,1,14.53
EtudGI2013,GI,M10,M10A,1,14.06
EtudGI2014,GI,M10,M10A,1,3.43
EtudGI2015,GI,M10,M10A,1,7.04
EtudGI2016,GI,M10,M10A,1,6.94
EtudGI2017,GI,M10,M10A,1,12.66
EtudGI2018,GI,M10,M10A,1,7.08
EtudGI2019,GI,M10,M10A,1,1.56
EtudGI2020,GI,M10,M10A,1,17.2
EtudGI2021,GI,M10,M10A,1,11.02
EtudGI2022,GI,M10,M10A,1,4.06
EtudGI2023,GI,M10,M10A,1,10.55
EtudGI2024,GI,M10,M10A,1,18.22
EtudGI2025,GI,M10,M10A,1,17.02
EtudGI2026,GI,M10,M10A,1,3.46
EtudGI2027,GI,M10,M10A,1,11.48
EtudGI2028,GI,M10,M10A,1,0.8
EtudGI2029,GI,M10,M10A,1,9.47
EtudGI2030,GI,M10,M10A,1,3.09
EtudGI2031,GI,M10,M10A,1,9.07
EtudGI2032,GI,M10,M10A,1,14.38
EtudGI2033,GI,M10,M10A,1,3.96
EtudGI2034,GI,M10,M10A,1,19.46
EtudGI2035,GI,M10,M10A,1,10.93
EtudGI2036,GI,M10,M10A,1,5.82
EtudGI2037,GI,M10,M10A,1,13.92
EtudGI2038,GI,M10,M10A,1,14.98
EtudGI2039,GI,M10,M10A,1,3.87
EtudGI2040,GI,M10,M10A,1,19.58
EtudGI2041,GI,M10,M10A,1,17.96
EtudGI2042,GI,M10,M10A,1,5.54
EtudGI2043,GI,M10,M10A,1,14.42
EtudGI2044,GI,M10,M10A,1,12.91
EtudGI2045,GI,M10,M10A,1,0.84
EtudGI2046,GI,M10,M10A,1,6.58
EtudGI2047,GI,M10,M10A,1,14.51
EtudGI2048,GI,M10,M10A,1,17.72
EtudGI2049,GI,M10,M10A,1,14.72
EtudGI2050,GI,M10,M10A,1,8.28
EtudGI2051,GI,M10,M10A,1,3.26
EtudGI2052,GI,M10,M10A,1,0.87
EtudGI2053,GI,M10,M10A,1,9.78
EtudGI2054,GI,M10,M10A,1,14.11
EtudGI2055,GI,M10,M10A,1,9.81
EtudGI2056,GI,M10,M10A,1,17.78
EtudGI2057,GI,M10,M10A,1,13.89
EtudGI2058,GI,M10,M10A,1,4.65
EtudGI2059,GI,M10,M10A,1,14.09
EtudGI2060,GI,M10,M10A,1,19.01
EtudGI2061,GI,M10,M10A,1,12.98
EtudGI2062,GI,M10,M10A,1,3.5
EtudGI2063,GI,M10,M10A,1,1.9
EtudGI2064,GI,M10,M10A,1,14.22
EtudGI2065,GI,M10,M10A,1,5.8
EtudGI2066,GI,M10,M10A,1,19.45
EtudGI2067,GI,M10,M10A,1,0.28
EtudGI2068,GI,M10,M10A,1,4.74
EtudGI2069,GI,M10,M10A,1,4.15
EtudGI2070,GI,M10,M10A,1,11.29
EtudGI2071,GI,M10,M10A,1,5.59
EtudGI2072,GI,M10,M10A,1,1.16
EtudGI2001,GI,M10,M10B,1,14.9
EtudGI2002,GI,M10,M10B,1,5.13
EtudGI2003,GI,M10,M10B,1,11.78
EtudGI2004,GI,M10,M10B,1,11.68
EtudGI2005,GI,M10,M10B,1,12.31
EtudGI2006,GI,M10,M10B,1,12.23
EtudGI2007,GI,M10,M10B,1,14.16
EtudGI2008,GI,M10,M10B,1,13.3
EtudGI2009,GI,M10,M10B,1,1.83
EtudGI2010,GI,M10,M10B,1,4.38
EtudGI2011,GI,M10,M10B,1,4.5
EtudGI2012,GI,M10,M10B,1,12.96
EtudGI2013,GI,M10,M10B,1,4.41
EtudGI2014,GI,M10,M10B,1,18.4
EtudGI2015,GI,M10,M10B,1,9.52
EtudGI2016,GI,M10,M10B,1,16.58
EtudGI2017,GI,M10,M10B,1,8.29
EtudGI2018,GI,M10,M10B,1,17.99
EtudGI2019,GI,M10,M10B,1,3.62
EtudGI2020,GI,M10,M10B,1,9.97
EtudGI2021,GI,M10,M10B,1,11.76
EtudGI2022,GI,M10,M10B,1,5.26
EtudGI2023,GI,M10,M10B,1,9.98
EtudGI2024,GI,M10,M10B,1,17.37
EtudGI2025,GI,M10,M10B,1,13.7
EtudGI2026,GI,M10,M10B,1,3.25
EtudGI2027,GI,M10,M10B,1,7.39
EtudGI2028,GI,M10,M10B,1,7.62
EtudGI2029,GI,M10,M10B,1,19.54
EtudGI2030,GI,M10,M10B,1,19.79
EtudGI2031,GI,M10,M10B,1,1.84
EtudGI2032,GI,M10,M10B,1,19.98
EtudGI2033,GI,M10,M10B,1,1.58
EtudGI2034,GI,M10,M10B,1,11.26
EtudGI2035,GI,M10,M10B,1,7.02
EtudGI2036,GI,M10,M10B,1,13.75
EtudGI2037,GI,M10,M10B,1,16.25
EtudGI2038,GI,M10,M10B,1,17.53
EtudGI2039,GI,M10,M10B,1,2.66
EtudGI2040,GI,M10,M10B,1,19.52
EtudGI2041,GI,M10,M10B,1,4.62
EtudGI2042,GI,M10,M10B,1,15.61
EtudGI2043,GI,M10,M10B,1,16.92
EtudGI2044,GI,M10,M10B,1,2.74
EtudGI2045,GI,M10,M10B,1,10.34
EtudGI2046,GI,M10,M10B,1,16.9
EtudGI2047,GI,M10,M10B,1,3.31
EtudGI2048,GI,M10,M10B,1,9.24
EtudGI2049,GI,M10,M10B,1,12.31
EtudGI2050,GI,M10,M10B,1,9.46
EtudGI2051,GI,M10,M10B,1,15.13
EtudGI2052,GI,M10,M10B,1,10.85
EtudGI2053,GI,M10,M10B,1,5.1
EtudGI2054,GI,M10,M10B,1,11.39
EtudGI2055,GI,M10,M10B,1,13.53
EtudGI2056,GI,M10,M10B,1,10.11
EtudGI2057,GI,M10,M10B,1,2.59
EtudGI2058,GI,M10,M10B,1,13.06
EtudGI2059,GI,M10,M10B,1,7.96
EtudGI2060,GI,M10,M10B,1,4.68
EtudGI2061,GI,M10,M10B,1,19.57
EtudGI2062,GI,M10,M10B,1,3.45
EtudGI2063,GI,M10,M10B,1,11.61
EtudGI2064,GI,M10,M10B,1,13.68
EtudGI2065,GI,M10,M10B,1,0.09
EtudGI2066,GI,M10,M10B,1,19.69
EtudGI2067,GI,M10,M10B,1,15.42
EtudGI2068,GI,M10,M10B,1,2.84
EtudGI2069,GI,M10,M10B,1,13.31
